sku,name,category,subcategory,price_idr,stock_status,description,specifications,image_url,product_url,tokopedia_url,shopee_url,scraped_at
106628,MAIWO USB 3.0 to VGA Adapter - KCB003,Accessories,USB HUB and CARD READER USB Converter,320000,in_stock,,{},https://ecs7.tokopedia.net/img/cache/700/VqbcmM/2021/11/4/1bd574a5-03d6-4d80-92e3-c9ae4d68b4a3.png,https://enterkomputer.com/detail/106628/MAIWO-USB-30-to-VGA-Adapter-KCB003,https://www.tokopedia.com/enterkomputer/maiwo-usb-30-to-vga-adapter-kcb003,https://shopee.co.id/product/43570421/1493773244,2026-05-11T04:09:30.158257+00:00
106629,MAIWO DP to VGA Adapter - Best Quality - KCB004,Accessories,Cable Accessories Connector,130000,in_stock,,{},https://ecs7.tokopedia.net/img/cache/700/VqbcmM/2021/11/4/8bc17eb2-c4a7-4eea-82e6-02d66b3a7250.png,https://enterkomputer.com/detail/106629/MAIWO-DP-to-VGA-Adapter-Best-Quality-KCB004,https://www.tokopedia.com/enterkomputer/maiwo-dp-to-vga-adapter-best-quality-kcb004,https://s.shopee.co.id/4VOgmDpY7M,2026-05-11T04:09:26.601918+00:00
106632,MAIWO USB 3.0 to SATA Hard Disk Adapter - K132U3IS,Accessories,USB HUB and CARD READER USB Adapter,190000,in_stock,,{},https://ecs7.tokopedia.net/img/cache/700/VqbcmM/2021/11/4/70096fa2-50e3-4d2f-ad8d-64be74fb77f8.png,https://enterkomputer.com/detail/106632/MAIWO-USB-30-to-SATA-Hard-Disk-Adapter-K132U3IS,https://www.tokopedia.com/enterkomputer/maiwo-usb-3-0-to-sata-hard-disk-adapter-k132u3is,https://s.shopee.co.id/8UupEwZgaW,2026-05-11T04:09:19.701441+00:00
106633,MAIWO 2 in 1  Micro USB Cable ( Micro USB To USB dan Micro USB to Micro USB ) - CT003,Accessories,Cable Accessories Kabel USB,29000,in_stock,,{},https://ecs7.tokopedia.net/img/cache/700/VqbcmM/2021/11/4/4f47d767-a7b8-438f-a148-7384d32969f7.png,https://enterkomputer.com/detail/106633/MAIWO-2-in-1-Micro-USB-Cable-Micro-USB-To-USB-dan-Micro-USB-to-Micro-USB-CT003,https://www.tokopedia.com/enterkomputer/maiwo-2-in-1-micro-usb-cable-ct003,https://shopee.co.id/product/43570421/1493773229,2026-05-11T04:09:23.137002+00:00
106638,Unitek USB3.0 to SATA6G Docking Station - Y-1078,Accessories,Casing Harddisk Docking,256000,in_stock,,{},https://ecs7.tokopedia.net/img/cache/700/VqbcmM/2021/11/4/d38535d5-e3f7-42cb-adb3-66203f244d45.png,https://enterkomputer.com/detail/106638/Unitek-USB30-to-SATA6G-Docking-Station-Y-1078,https://www.tokopedia.com/enterkomputer/unitek-usb-3-0-sata3-docking-station-y1078,https://shopee.co.id/product/43570421/7706487636,2026-05-11T05:08:26.013848+00:00
167668,ASRock DeskMini X300 Series,All In One,Mini PC,2219000,in_stock,,{},https://ecs7.tokopedia.net/img/cache/700/VqbcmM/2021/9/29/97169ebc-6e6f-4418-a2c5-f96ab55efcd4.jpg,https://enterkomputer.com/detail/167668/ASRock-DeskMini-X300-Series,https://tokopedia.link/HpS0flk4fCb,https://s.shopee.co.id/5VH2hkcyFa,2026-05-10T15:51:52.074442+00:00
172802,ASRock Jupiter X300,All In One,Mini PC,3060000,in_stock,,{},https://ecs7.tokopedia.net/img/cache/700/VqbcmM/2021/11/3/e9742b58-bf6d-48b9-a869-e28550ec674b.png,https://enterkomputer.com/detail/172802/ASRock-Jupiter-X300,https://tokopedia.link/u60kRMZ3fCb,https://shopee.co.id/product/43570421/11840472329/,2026-05-10T15:52:04.389872+00:00
178754,ASRock Deskmini X300 Bracket Vesa Mount - DESKMINIVESA-MK,All In One,Accessories,130000,in_stock,,{},,https://enterkomputer.com/detail/178754/ASRock-Deskmini-X300-Bracket-Vesa-Mount-DESKMINIVESA-MK,,,2026-05-10T15:52:31.032943+00:00
178768,ASRock DeskMeet X300 Series,All In One,Mini PC,2960000,in_stock,,{},https://images.tokopedia.net/img/cache/900/VqbcmM/2022/7/27/6e566cc9-7b31-4cea-86dc-9a5a35af4410.jpg,https://enterkomputer.com/detail/178768/ASRock-DeskMeet-X300-Series,https://tokopedia.com/enterkomputer/asrock-deskmeet-x300-series,https://shopee.co.id/product/43570421/20228569184/,2026-05-10T15:52:16.354585+00:00
178769,ASRock DeskMeet B660 Series,All In One,Mini PC,3705000,in_stock,,{},https://images.tokopedia.net/img/cache/900/VqbcmM/2022/9/6/e58260e3-58fe-499c-a5bc-716b9614bc9d.jpg,https://enterkomputer.com/detail/178769/ASRock-DeskMeet-B660-Series,https://tokopedia.link/7M17tLh4fCb,https://shopee.co.id/product/43570421/19743203526/,2026-05-10T15:51:46.103320+00:00
11843,Simbadda SIM X-685 + PSU 380W,Casing,,325000,in_stock,,{},,https://enterkomputer.com/detail/11843/Simbadda-SIM-X-685-PSU-380W,,,2026-05-10T23:04:01.172912+00:00
11848,Simbadda SIM X - Tanpa PSU,Casing,,410000,in_stock,,{},https://ecs7.tokopedia.net/img/cache/700/VqbcmM/2020/11/5/4d3c9d58-817a-4a2d-9d99-6dcdd34b37bd.jpg,https://enterkomputer.com/detail/11848/Simbadda-SIM-X-Tanpa-PSU,,,2026-05-10T23:03:57.705859+00:00
11856,Simbadda SIM V - Tanpa PSU,Casing,,235000,in_stock,,{},https://ecs7.tokopedia.net/img/cache/700/VqbcmM/2021/9/29/98555292-c297-467c-a64d-b2630d0e05dd.jpg,https://enterkomputer.com/detail/11856/Simbadda-SIM-V-Tanpa-PSU,https://www.tokopedia.com/enterkomputer/casing-pc-simbadda-sim-v-tanpa-psu,https://shopee.co.id/product/43570421/4003603219,2026-05-10T23:04:11.611296+00:00
11874,Simbadda SIM COOL 05 + PSU 480W,Casing,,1040000,in_stock,,{},,https://enterkomputer.com/detail/11874/Simbadda-SIM-COOL-05-PSU-480W,,,2026-05-10T23:05:09.721628+00:00
11933,VanAen Acrylic Case V909,Casing,,899000,in_stock,,{},https://ecs7.tokopedia.net/img/cache/700/VqbcmM/2021/9/28/fd73934c-e8b8-4fbe-9e63-5aa64dd10b51.jpg,https://enterkomputer.com/detail/11933/VanAen-Acrylic-Case-V909,https://www.tokopedia.com/enterkomputer/vanaen-acrylic-case-v909,https://s.shopee.co.id/4fhvXqB5UY,2026-05-10T23:10:47.382540+00:00
125325,CRYORIG R1 Cover - Orange,Cooler,Air Cooler / Heatsink Cooler,185000,in_stock,,{},https://ecs7.tokopedia.net/img/product-1/2016/6/4/9650944/9650944_0ebbb385-9293-4c8e-841a-2f1df5bf6628.jpg,https://enterkomputer.com/detail/125325/CRYORIG-R1-Cover-Orange,,,2026-05-11T00:52:17.881039+00:00
125326,CRYORIG R1 Cover - Blue,Cooler,Air Cooler / Heatsink Cooler,185000,in_stock,,{},https://ecs7.tokopedia.net/img/cache/700/product-1/2019/5/14/9651507/9651507_cdd8d203-823d-43da-b93a-49027a7cb4b3_1667_1667,https://enterkomputer.com/detail/125326/CRYORIG-R1-Cover-Blue,,https://s.shopee.co.id/5ptsvr9KNu,2026-05-11T00:52:21.329288+00:00
125327,CRYORIG R1 Cover - Green,Cooler,Air Cooler / Heatsink Cooler,185000,in_stock,,{},https://ecs7.tokopedia.net/img/product-1/2016/6/4/9650944/9650944_0ebbb385-9293-4c8e-841a-2f1df5bf6628.jpg,https://enterkomputer.com/detail/125327/CRYORIG-R1-Cover-Green,,https://s.shopee.co.id/5KxcKwBEOn,2026-05-11T00:52:24.823463+00:00
125332,"be quiet! Shadow Rock LP - Compact Cooling, Significant Quiet",Cooler,Air Cooler / Heatsink Cooler,790000,in_stock,,{},https://ecs7.tokopedia.net/img/cache/700/VqbcmM/2021/10/1/f7afb517-d38c-4575-aa98-26be79326a17.jpg,https://enterkomputer.com/detail/125332/be-quiet-Shadow-Rock-LP-Compact-Cooling-Significant-Quiet,,,2026-05-11T00:50:44.087507+00:00
125336,be quiet! Pure Wings 2 - 120mm PWM High Speed 19.2 dB(A) - Winner Reddot Award,Cooler,Fan Casing 12CM Fan Case,180000,in_stock,,{},https://ecs7.tokopedia.net/img/cache/700/product-1/2020/6/29/9651507/9651507_e8924316-2259-4321-bb3c-0e88f45a0fc3_700_700,https://enterkomputer.com/detail/125336/be-quiet-Pure-Wings-2-120mm-PWM-High-Speed-192-dBA-Winner-Reddot-Award,https://www.tokopedia.com/enterkomputer/be-quiet-pure-wings-2-120mm,https://shopee.co.id/product/43570421/1486799634,2026-05-11T01:18:12.544326+00:00
150969,Wacom Intuos Pen Set - LP-190E-0S-01-B,Drawer,,415000,in_stock,"Pen For CTL-490, CTH-490",{},https://ecs7.tokopedia.net/img/cache/700/product-1/2019/4/1/1157156/1157156_cbdf8589-e111-4c62-a05f-6d9f0c271efb.jpg,https://enterkomputer.com/detail/150969/Wacom-Intuos-Pen-Set-LP-190E-0S-01-B,https://www.tokopedia.com/enterkomputer/wacom-intuos-pen-set-lp-190e-0s-01-b,https://shopee.co.id/product/43570421/6206469534,2026-05-10T10:11:50.375523+00:00
153719,Huion H950P,Drawer,,720000,in_stock,"Active Area : 8.7 x 5.4 inch, Report Rate : 233 PPS, Resolution : 5080 LPI, Pen Pressure : 8192 Levels, Express Keys : 8, OS Support Windows & MAC",{},https://ecs7.tokopedia.net/img/cache/700/VqbcmM/2021/11/3/01d0de02-ffe0-4922-a98c-0549fab55e19.png,https://enterkomputer.com/detail/153719/Huion-H950P,,,2026-05-10T10:10:03.479881+00:00
154282,Wacom One by Wacom - CTL-472/KO-C,Drawer,,620000,in_stock,"One By Wacom RedWood, 4x6 (Active Area) Tablet",{},https://ecs7.tokopedia.net/img/cache/700/VqbcmM/2021/11/3/6cbe8763-7386-45a1-9a32-854d23143e73.png,https://enterkomputer.com/detail/154282/Wacom-One-by-Wacom-CTL-472KO-C,https://tokopedia.link/Zc11fqqscCb,https://shopee.co.id/product/43570421/5304996533,2026-05-10T10:08:57.229674+00:00
157453,Wacom Intuos - CTL-4100/K0-C,Drawer,,915000,in_stock,"New Intuos, Pen Small, Black - 4x6 (Active Area),4096 Pressure pen",{},https://ecs7.tokopedia.net/img/cache/700/VqbcmM/2021/11/3/2288fb8d-d8bc-44dc-b721-bd6cb27af553.png,https://enterkomputer.com/detail/157453/Wacom-Intuos-CTL-4100K0-C,https://tokopedia.link/zj5ipjpCcCb,https://shopee.co.id/product/43570421/3805091892,2026-05-10T10:08:53.798773+00:00
157454,Wacom Intuos - CTL-4100WL/E0-C,Drawer,,1720000,in_stock,"New Intuos, Pen Small, Green, Wireless - 4x6 (Active Area),4096 Pressure pen",{},https://ecs7.tokopedia.net/img/cache/700/VqbcmM/2021/11/3/184c96aa-4cf1-4630-9535-9664c88580f1.png,https://enterkomputer.com/detail/157454/Wacom-Intuos-CTL-4100WLE0-C,https://www.tokopedia.com/enterkomputer/wacom-intuos-ctl-4100wl-e0-c,https://shopee.co.id/product/43570421/3905091802,2026-05-10T10:11:02.192550+00:00
155723,Sandisk Cruzer Ultra Fit CZ430 16GB USB 3.1,Flash Drive,,135000,in_stock,,{},https://ecs7.tokopedia.net/img/cache/700/product-1/2020/7/21/9651507/9651507_551451b5-6904-4183-9ef9-bda14dba32c6_700_700,https://enterkomputer.com/detail/155723/Sandisk-Cruzer-Ultra-Fit-CZ430-16GB-USB-31,https://www.tokopedia.com/enterkomputer/sandisk-cruzer-ultra-fit-cz430-16gb-usb-3-1,https://shopee.co.id/product/43570421/1487556630,2026-05-10T10:45:52.000182+00:00
155724,Sandisk Cruzer Ultra Fit CZ430 32GB USB 3.1,Flash Drive,,200000,in_stock,,{},https://ecs7.tokopedia.net/img/cache/700/product-1/2020/7/21/9651507/9651507_3b11afbd-8bc8-49f7-ae2d-292814a6c6ef_700_700,https://enterkomputer.com/detail/155724/Sandisk-Cruzer-Ultra-Fit-CZ430-32GB-USB-31,https://tokopedia.link/8fmrydT5bCb,https://s.shopee.co.id/3LCj5R6kg4,2026-05-10T10:45:55.477106+00:00
155725,Sandisk Cruzer Ultra Fit CZ430 64GB USB 3.1,Flash Drive,,255000,in_stock,,{},https://ecs7.tokopedia.net/img/cache/700/product-1/2019/5/15/9651507/9651507_ac7bd40a-f726-46c1-808f-b9d1837887a7_1667_1667,https://enterkomputer.com/detail/155725/Sandisk-Cruzer-Ultra-Fit-CZ430-64GB-USB-31,https://tokopedia.link/HFH0OfwUfCb,https://shopee.co.id/product/43570421/1141522287,2026-05-10T10:45:58.932150+00:00
155726,Sandisk Cruzer Ultra Fit CZ430 128GB USB 3.1,Flash Drive,,390000,in_stock,,{},https://ecs7.tokopedia.net/img/cache/700/product-1/2020/7/21/9651507/9651507_b085cc0b-d0bd-466b-ab4e-6906bbae8cfa_700_700,https://enterkomputer.com/detail/155726/Sandisk-Cruzer-Ultra-Fit-CZ430-128GB-USB-31,https://tokopedia.link/OwjpMpgTfCb,https://s.shopee.co.id/AKMTiuXNh7,2026-05-10T10:46:02.505575+00:00
158504,Transcend 128GB Jetflash 700/730 - USB 3.0,Flash Drive,,355000,in_stock,,{},,https://enterkomputer.com/detail/158504/Transcend-128GB-Jetflash-700730-USB-30,,,2026-05-10T10:49:49.833765+00:00
136255,Nillkin Tempered glass CP+  Full Screen Covered For iphone 6+ (PLUS) -BLACK/WHITE,Gadget,Tempered Glass,225000,in_stock,,{},,https://enterkomputer.com/detail/136255/Nillkin-Tempered-glass-CP-Full-Screen-Covered-For-iphone-6-PLUS-BLACKWHITE,,,2026-05-10T11:52:17.670295+00:00
136257,Nillkin Silicone Case For  iphone 6+ (PLUS) - Slim 0.6mm,Gadget,Case,85000,in_stock,,{},,https://enterkomputer.com/detail/136257/Nillkin-Silicone-Case-For-iphone-6-PLUS-Slim-06mm,,,2026-05-10T11:51:29.343137+00:00
136258,Nillkin Frosted For iphone 6,Gadget,Case,95000,in_stock,,{},,https://enterkomputer.com/detail/136258/Nillkin-Frosted-For-iphone-6,,,2026-05-10T11:51:33.477647+00:00
136259,Nillkin Frosted For iphone 6+ (PLUS),Gadget,Case,95000,in_stock,,{},,https://enterkomputer.com/detail/136259/Nillkin-Frosted-For-iphone-6-PLUS,,,2026-05-10T11:51:37.690295+00:00
136260,Nillkin Leather Case For iphone 6,Gadget,Case,110000,in_stock,,{},,https://enterkomputer.com/detail/136260/Nillkin-Leather-Case-For-iphone-6,,,2026-05-10T11:51:41.685783+00:00
164522,1STPLAYER GAMING CHAIR DK1 - BLACK RED - Comfort - All Steel Skeleton - High Density Molded Foam,Gaming Chair,GAMING CHAIR,2150000,in_stock,,{},https://ecs7.tokopedia.net/img/cache/700/VqbcmM/2021/10/13/76b9ad14-50ec-4b8b-8488-084ccd4dfcbe.jpg,https://enterkomputer.com/detail/164522/1STPLAYER-GAMING-CHAIR-DK1-BLACK-RED-Comfort-All-Steel-Skeleton-High-Density-Molded-Foam,https://tokopedia.link/96601Ex78Bb,https://s.shopee.co.id/4fhvjZH0kP,2026-05-10T10:12:48.889067+00:00
164523,1STPLAYER GAMING CHAIR DK1 - BLACK - Comfort - All Steel Skeleton - High Density Molded Foam,Gaming Chair,GAMING CHAIR,2150000,in_stock,,{},https://ecs7.tokopedia.net/img/cache/700/VqbcmM/2021/10/13/3a30012d-dbae-494e-997c-e2cfe893296a.jpg,https://enterkomputer.com/detail/164523/1STPLAYER-GAMING-CHAIR-DK1-BLACK-Comfort-All-Steel-Skeleton-High-Density-Molded-Foam,https://tokopedia.link/Oky89DNsaCb,https://s.shopee.co.id/7V27BEqv20,2026-05-10T10:12:59.280268+00:00
164524,1STPLAYER GAMING CHAIR K2 - BLACK - Comfort - All Steel Skeleton - High Density Molded Foam,Gaming Chair,GAMING CHAIR,1950000,in_stock,,{},https://ecs7.tokopedia.net/img/cache/700/VqbcmM/2021/11/6/6feb1d18-bc7d-4fef-ab45-3ccbed7ad9b6.png,https://enterkomputer.com/detail/164524/1STPLAYER-GAMING-CHAIR-K2-BLACK-Comfort-All-Steel-Skeleton-High-Density-Molded-Foam,https://tokopedia.link/s0kIEDAuaCb,https://s.shopee.co.id/4fhviggwMy,2026-05-10T10:12:52.307634+00:00
167264,1STPLAYER GAMING CHAIR DK2 - BLACK WHITE - All Steel Skeleton - High Density Integrated Molded Foam,Gaming Chair,GAMING CHAIR,2372000,in_stock,,{},https://ecs7.tokopedia.net/img/cache/700/VqbcmM/2021/11/6/c0238404-7c20-4132-889a-2e88487b7fd0.png,https://enterkomputer.com/detail/167264/1STPLAYER-GAMING-CHAIR-DK2-BLACK-WHITE-All-Steel-Skeleton-High-Density-Integrated-Molded-Foam,https://tokopedia.link/09qXoA1CfCb,https://s.shopee.co.id/9pQ1s5CDl3,2026-05-10T10:12:55.774603+00:00
167265,1STPLAYER GAMING CHAIR FD-GC1 - PINK WHITE - All Steel Skeleton - High Density Integrated Molded Foam,Gaming Chair,GAMING CHAIR,2170000,in_stock,,{},https://ecs7.tokopedia.net/img/cache/700/VqbcmM/2020/12/23/62486e0e-745d-4ac8-9948-2e2d1ec9f50d.png,https://enterkomputer.com/detail/167265/1STPLAYER-GAMING-CHAIR-FD-GC1-PINK-WHITE-All-Steel-Skeleton-High-Density-Integrated-Molded-Foam,https://tokopedia.com/enterkomputer/1stplayer-gaming-chair-fd-gc1-pink-white-all-steel-skeleton,https://s.shopee.co.id/30ZsgdmXzM,2026-05-10T10:13:09.569144+00:00
138763,WDC 500GB SATA2 - Used & Garansi 1 Th,Hard Drive,Harddisk Internal 3.5 For Desktop PC,250000,in_stock,,{},https://ecs7.tokopedia.net/img/cache/700/product-1/2019/5/13/9651507/9651507_249eea65-465d-4a1a-8405-ed89608cd13a_1667_1667,https://enterkomputer.com/detail/138763/WDC-500GB-SATA2-Used-Garansi-1-Th,,,2026-05-10T12:02:42.084005+00:00
138773,WDC 2TB SATA3 64MB - Black - WD2003FZEX - Garansi 5 Th,Hard Drive,Harddisk Internal 3.5 For Desktop PC,2435000,in_stock,,{},https://ecs7.tokopedia.net/img/cache/700/product-1/2019/7/13/9651507/9651507_5fd7d835-a6a5-427a-8dca-421ec0c65a1c_800_800,https://enterkomputer.com/detail/138773/WDC-2TB-SATA3-64MB-Black-WD2003FZEX-Garansi-5-Th,https://tokopedia.link/iXJJOAzEfCb,https://s.shopee.co.id/9f6mvhvmxo,2026-05-10T12:03:32.070204+00:00
138801,Seagate 1TB SATA3 - BarraCuda Series,Hard Drive,Harddisk Internal 3.5 For Desktop PC,1895000,in_stock,,{},https://ecs7.tokopedia.net/img/cache/700/VqbcmM/2021/11/1/3447c3df-4b3b-44a0-b27b-2a0e6a8cf16c.jpg,https://enterkomputer.com/detail/138801/Seagate-1TB-SATA3-BarraCuda-Series,https://www.tokopedia.com/enterkomputer/seagate-1tb-sata3-st100dm003-garansi-1-tahun,https://s.shopee.co.id/7V277AqhAE,2026-05-10T12:05:17.632962+00:00
138803,Seagate Surveillance For CCTV 1TB - SkyHawk Series,Hard Drive,Harddisk Internal 3.5 For Desktop PC,1520000,in_stock,,{},https://ecs7.tokopedia.net/img/cache/700/VqbcmM/2021/11/1/8bb89c50-f327-4a00-ab4b-11e70519ab62.jpg,https://enterkomputer.com/detail/138803/Seagate-Surveillance-For-CCTV-1TB-SkyHawk-Series,https://tokopedia.link/KApNzT2PfCb,https://shopee.co.id/product/43570421/7404178855,2026-05-10T12:05:21.544677+00:00
138809,Seagate Enterprise 2TB - Exos Series,Hard Drive,Harddisk Internal 3.5 For Desktop PC,3285000,in_stock,,{},https://ecs7.tokopedia.net/img/cache/700/product-1/2020/7/22/9651507/9651507_86fc7487-60d0-4465-b562-84a006aa97fc_700_700,https://enterkomputer.com/detail/138809/Seagate-Enterprise-2TB-Exos-Series,https://www.tokopedia.com/enterkomputer/seagate-enterprise-2tb,https://shopee.co.id/product/43570421/1815399766,2026-05-10T12:05:45.720297+00:00
153198,HP H120 Wired Gaming Headset Office Series (Black),Headset,,146000,in_stock,,{},,https://enterkomputer.com/detail/153198/HP-H120-Wired-Gaming-Headset-Office-Series-Black,,,2026-05-10T14:01:11.772500+00:00
153199,HP H100 Wired Gaming Headset Office Series (With Microphone),Headset,,131000,in_stock,,{},,https://enterkomputer.com/detail/153199/HP-H100-Wired-Gaming-Headset-Office-Series-With-Microphone,,,2026-05-10T14:01:15.554117+00:00
155843,Adata EMIX H30 Gaming Heatset + Solox F30 Amplifire,Headset,,2100000,in_stock,,{},http://www.adata.com/upload/ProductGallery/productGallery5564.jpg,https://enterkomputer.com/detail/155843/Adata-EMIX-H30-Gaming-Heatset-Solox-F30-Amplifire,,,2026-05-10T13:47:27.828141+00:00
